old	new	source
step-select-drag-over-for-track	eseq.step-grid-interactions/step-select-drag-over-for-track	content/ui/step-grid-interactions.lisp
step-select-drag-over-for-track-no-cursor	eseq.step-grid-interactions/step-select-drag-over-for-track-no-cursor	content/ui/step-grid-interactions.lisp
step-select-drag-start	eseq.step-grid-interactions/step-select-drag-start	content/ui/step-grid-interactions.lisp
step-selected?	eseq.step-grid-interactions/step-selected?	content/ui/step-grid-interactions.lisp
step-shift-anchor	eseq.step-grid-interactions/step-shift-anchor	content/ui/step-grid-interactions.lisp
step-slider-param-value	eseq.step-grid-interactions/step-slider-param-value	content/ui/step-grid-interactions.lisp
step-visible?	eseq.step-grid-interactions/step-visible?	content/ui/step-grid-interactions.lisp
transport-stop	eseq.transport/transport-stop	content/ui/transport.lisp
ui-accent-blue	eseq.effects.custom-ui-lego/ui-accent-blue	content/ui/effects/custom-ui-lego.lisp
ui-accent-cyan	eseq.effects.custom-ui-lego/ui-accent-cyan	content/ui/effects/custom-ui-lego.lisp
ui-accent-green	eseq.effects.custom-ui-lego/ui-accent-green	content/ui/effects/custom-ui-lego.lisp
ui-accent-orange	eseq.effects.custom-ui-lego/ui-accent-orange	content/ui/effects/custom-ui-lego.lisp
ui-accent-violet	eseq.effects.custom-ui-lego/ui-accent-violet	content/ui/effects/custom-ui-lego.lisp
ui-adsr	eseq.effects.custom-ui-lego/ui-adsr	content/ui/effects/custom-ui-lego.lisp
ui-adsr-c	eseq.effects.custom-ui-lego/ui-adsr-c	content/ui/effects/custom-ui-lego.lisp
ui-adsr-compact-s	eseq.effects.custom-ui-lego/ui-adsr-compact-s	content/ui/effects/custom-ui-lego.lisp
ui-adsr-compact-switch-s	eseq.effects.custom-ui-lego/ui-adsr-compact-switch-s	content/ui/effects/custom-ui-lego.lisp
ui-adsr-number-s	eseq.effects.custom-ui-lego/ui-adsr-number-s	content/ui/effects/custom-ui-lego.lisp
ui-adsr-switch	eseq.effects.custom-ui-lego/ui-adsr-switch	content/ui/effects/custom-ui-lego.lisp
ui-adsr-switch-c	eseq.effects.custom-ui-lego/ui-adsr-switch-c	content/ui/effects/custom-ui-lego.lisp
ui-control-block-dense-s	eseq.effects.custom-ui-lego/ui-control-block-dense-s	content/ui/effects/custom-ui-lego.lisp
ui-control-block-full	eseq.effects.custom-ui-lego/ui-control-block-full	content/ui/effects/custom-ui-lego.lisp
ui-control-block-full-s	eseq.effects.custom-ui-lego/ui-control-block-full-s	content/ui/effects/custom-ui-lego.lisp
ui-control-block-medium	eseq.effects.custom-ui-lego/ui-control-block-medium	content/ui/effects/custom-ui-lego.lisp
ui-control-block-medium-s	eseq.effects.custom-ui-lego/ui-control-block-medium-s	content/ui/effects/custom-ui-lego.lisp
ui-control-block-medium-wide-s	eseq.effects.custom-ui-lego/ui-control-block-medium-wide-s	content/ui/effects/custom-ui-lego.lisp
ui-control-block-small	eseq.effects.custom-ui-lego/ui-control-block-small	content/ui/effects/custom-ui-lego.lisp
ui-control-block-small-s	eseq.effects.custom-ui-lego/ui-control-block-small-s	content/ui/effects/custom-ui-lego.lisp
ui-control-block-small-wide-s	eseq.effects.custom-ui-lego/ui-control-block-small-wide-s	content/ui/effects/custom-ui-lego.lisp
ui-control-panel-dense-s	eseq.effects.custom-ui-lego/ui-control-panel-dense-s	content/ui/effects/custom-ui-lego.lisp
ui-control-panel-medium-s	eseq.effects.custom-ui-lego/ui-control-panel-medium-s	content/ui/effects/custom-ui-lego.lisp
ui-control-panel-small-s	eseq.effects.custom-ui-lego/ui-control-panel-small-s	content/ui/effects/custom-ui-lego.lisp
ui-detail-adsr-body-x-s	eseq.effects.custom-ui-lego/ui-detail-adsr-body-x-s	content/ui/effects/custom-ui-lego.lisp
ui-detail-adsr-divider	eseq.effects.custom-ui-lego/ui-detail-adsr-divider	content/ui/effects/custom-ui-lego.lisp
ui-detail-adsr-s	eseq.effects.custom-ui-lego/ui-detail-adsr-s	content/ui/effects/custom-ui-lego.lisp
ui-detail-adsr-switch-s	eseq.effects.custom-ui-lego/ui-detail-adsr-switch-s	content/ui/effects/custom-ui-lego.lisp
ui-detail-adsr-wide-switch-s	eseq.effects.custom-ui-lego/ui-detail-adsr-wide-switch-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-adsr-s	eseq.effects.custom-ui-lego/ui-lego-adsr-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-badge	eseq.effects.custom-ui-lego/ui-lego-badge	content/ui/effects/custom-ui-lego.lisp
ui-lego-badge-s	eseq.effects.custom-ui-lego/ui-lego-badge-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-base-note	eseq.effects.custom-ui-lego/ui-lego-base-note	content/ui/effects/custom-ui-lego.lisp
ui-lego-big-knob-s	eseq.effects.custom-ui-lego/ui-lego-big-knob-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-col-w	eseq.effects.custom-ui-lego/ui-lego-col-w	content/ui/effects/custom-ui-lego.lisp
ui-lego-column	eseq.effects.custom-ui-lego/ui-lego-column	content/ui/effects/custom-ui-lego.lisp
ui-lego-column-2	eseq.effects.custom-ui-lego/ui-lego-column-2	content/ui/effects/custom-ui-lego.lisp
ui-lego-column-full	eseq.effects.custom-ui-lego/ui-lego-column-full	content/ui/effects/custom-ui-lego.lisp
ui-lego-column-wide	eseq.effects.custom-ui-lego/ui-lego-column-wide	content/ui/effects/custom-ui-lego.lisp
ui-lego-column-wide-2	eseq.effects.custom-ui-lego/ui-lego-column-wide-2	content/ui/effects/custom-ui-lego.lisp
ui-lego-column-wide-full	eseq.effects.custom-ui-lego/ui-lego-column-wide-full	content/ui/effects/custom-ui-lego.lisp
ui-lego-dense-h	eseq.effects.custom-ui-lego/ui-lego-dense-h	content/ui/effects/custom-ui-lego.lisp
ui-lego-divider	eseq.effects.custom-ui-lego/ui-lego-divider	content/ui/effects/custom-ui-lego.lisp
ui-lego-fader-s	eseq.effects.custom-ui-lego/ui-lego-fader-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-full-h	eseq.effects.custom-ui-lego/ui-lego-full-h	content/ui/effects/custom-ui-lego.lisp
ui-lego-gap	eseq.effects.custom-ui-lego/ui-lego-gap	content/ui/effects/custom-ui-lego.lisp
ui-lego-header-s	eseq.effects.custom-ui-lego/ui-lego-header-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-knob	eseq.effects.custom-ui-lego/ui-lego-knob	content/ui/effects/custom-ui-lego.lisp
ui-lego-knob-s	eseq.effects.custom-ui-lego/ui-lego-knob-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-matrix-s	eseq.effects.custom-ui-lego/ui-lego-matrix-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-medium-h	eseq.effects.custom-ui-lego/ui-lego-medium-h	content/ui/effects/custom-ui-lego.lisp
ui-lego-micro-base-note-s	eseq.effects.custom-ui-lego/ui-lego-micro-base-note-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-micro-num-s	eseq.effects.custom-ui-lego/ui-lego-micro-num-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-micro-option-s	eseq.effects.custom-ui-lego/ui-lego-micro-option-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-micro-toggle-s	eseq.effects.custom-ui-lego/ui-lego-micro-toggle-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-mode-tab-s	eseq.effects.custom-ui-lego/ui-lego-mode-tab-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-num	eseq.effects.custom-ui-lego/ui-lego-num	content/ui/effects/custom-ui-lego.lisp
ui-lego-num-s	eseq.effects.custom-ui-lego/ui-lego-num-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-option	eseq.effects.custom-ui-lego/ui-lego-option	content/ui/effects/custom-ui-lego.lisp
ui-lego-option-s	eseq.effects.custom-ui-lego/ui-lego-option-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-panel-x-s	eseq.effects.custom-ui-lego/ui-lego-panel-x-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-row	eseq.effects.custom-ui-lego/ui-lego-row	content/ui/effects/custom-ui-lego.lisp
ui-lego-sel-surface	eseq.effects.custom-ui-lego/ui-lego-sel-surface	content/ui/effects/custom-ui-lego.lisp
ui-lego-small-h	eseq.effects.custom-ui-lego/ui-lego-small-h	content/ui/effects/custom-ui-lego.lisp
ui-lego-strip-half-s	eseq.effects.custom-ui-lego/ui-lego-strip-half-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-strip-panel-s	eseq.effects.custom-ui-lego/ui-lego-strip-panel-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-strip-s	eseq.effects.custom-ui-lego/ui-lego-strip-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-strip-w	eseq.effects.custom-ui-lego/ui-lego-strip-w	content/ui/effects/custom-ui-lego.lisp
ui-lego-tab-s	eseq.effects.custom-ui-lego/ui-lego-tab-s	content/ui/effects/custom-ui-lego.lisp
ui-lego-text-row-3	eseq.effects.custom-ui-lego/ui-lego-text-row-3	content/ui/effects/custom-ui-lego.lisp
ui-lego-text-row-4	eseq.effects.custom-ui-lego/ui-lego-text-row-4	content/ui/effects/custom-ui-lego.lisp
ui-lego-underline-tab	eseq.effects.custom-ui-lego/ui-lego-underline-tab	content/ui/effects/custom-ui-lego.lisp
ui-lego-vfader-s	eseq.effects.custom-ui-lego/ui-lego-vfader-s	content/ui/effects/custom-ui-lego.lisp
ui-panel	eseq.effects.custom-ui-sections/ui-panel	content/ui/effects/custom-ui-sections.lisp
ui-panel-bg	eseq.effects.custom-ui-sections/ui-panel-bg	content/ui/effects/custom-ui-sections.lisp
ui-panel-c	eseq.effects.custom-ui-controls/ui-panel-c	content/ui/effects/custom-ui-controls.lisp
ui-param-bound-value	eseq.effects.custom-ui-controls/ui-param-bound-value	content/ui/effects/custom-ui-controls.lisp
ui-param-control	eseq.effects.custom-ui-runtime/ui-param-control	content/ui/effects/custom-ui-runtime.lisp
ui-param-knob	eseq.effects.custom-ui-controls/ui-param-knob	content/ui/effects/custom-ui-controls.lisp
ui-param-knob-c	eseq.effects.custom-ui-controls/ui-param-knob-c	content/ui/effects/custom-ui-controls.lisp
ui-param-matrix	eseq.effects.custom-ui-controls/ui-param-matrix	content/ui/effects/custom-ui-controls.lisp
ui-param-value	eseq.effects.custom-ui-controls/ui-param-value	content/ui/effects/custom-ui-controls.lisp
ui-rack	eseq.effects.custom-ui-lego/ui-rack	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-dense-s	eseq.effects.custom-ui-lego/ui-readout-block-dense-s	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-full	eseq.effects.custom-ui-lego/ui-readout-block-full	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-medium	eseq.effects.custom-ui-lego/ui-readout-block-medium	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-small	eseq.effects.custom-ui-lego/ui-readout-block-small	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-small-s	eseq.effects.custom-ui-lego/ui-readout-block-small-s	content/ui/effects/custom-ui-lego.lisp
ui-readout-block-small-wide-s	eseq.effects.custom-ui-lego/ui-readout-block-small-wide-s	content/ui/effects/custom-ui-lego.lisp
ui-readout-panel-dense-s	eseq.effects.custom-ui-lego/ui-readout-panel-dense-s	content/ui/effects/custom-ui-lego.lisp
ui-readout-panel-medium-s	eseq.effects.custom-ui-lego/ui-readout-panel-medium-s	content/ui/effects/custom-ui-lego.lisp
ui-readout-panel-small-s	eseq.effects.custom-ui-lego/ui-readout-panel-small-s	content/ui/effects/custom-ui-lego.lisp
ui-section	eseq.effects.custom-ui-sections/ui-section	content/ui/effects/custom-ui-sections.lisp
ui-section-select-callback	eseq.effects.custom-ui-sections/ui-section-select-callback	content/ui/effects/custom-ui-sections.lisp
ui-select-section	eseq.effects.custom-ui-sections/ui-select-section	content/ui/effects/custom-ui-sections.lisp
ui-set-param	eseq.effects.custom-ui-controls/ui-set-param	content/ui/effects/custom-ui-controls.lisp
visible-page	eseq.seq-core-state/visible-page	content/ui/seq-core-state.lisp
